loan_id,loan_identifier,sector,rating,current_balance,weight,annual_pd,annual_cpr,lgd,coupon_spread_bps,reference_rate,coupon_floor,maturity_years,discount_margin_bps,market_price,model_price,price_gap,expected_loss_pct,source_family
L091,Synthetic Bloomberg-Compatible Loan 091,Software,B-,11.09351268758861,0.0034152929647712905,0.014622437333698191,0.038480860922873575,0.6116777136406802,607.4528322335711,0.0525,0.01,7.0,677.0061224551944,97.90744293376993,98.84974649383328,0.9423035600633511,0.8944219036130634,synthetic_bloomberg_compatible
L092,Synthetic Bloomberg-Compatible Loan 092,Telecom,B,8.915235446245708,0.002744679864377664,0.012377676697337513,0.08266064274755845,0.5664304438032315,485.40751711403135,0.0525,0.01,3.0,611.4326440058117,97.8503158629441,98.38513497919664,0.5348191162525353,0.7011092904925804,synthetic_bloomberg_compatible
L093,Synthetic Bloomberg-Compatible Loan 093,Energy,B,9.964332476840246,0.0030676590513001793,0.01,0.02799308831368678,0.4371191549558757,543.7210470303409,0.0525,0.01,5.0,561.5574744224748,102.82898196320947,102.26853992472256,-0.5604420384869115,0.4371191549558757,synthetic_bloomberg_compatible
L094,Synthetic Bloomberg-Compatible Loan 094,Software,B-,6.875460125140169,0.002116706516343378,0.01,0.03488352313895724,0.4438929286095247,601.0087208017455,0.0525,0.01,4.0,665.9053236277834,101.57339455778617,100.4618910558786,-1.1115035019075776,0.4438929286095247,synthetic_bloomberg_compatible
L095,Synthetic Bloomberg-Compatible Loan 095,Industrials,B,3.4741497061266173,0.001069565554575989,0.025528634844985396,0.06950572522887834,0.4095148477045604,463.1282850262068,0.0525,0.01,4.0,512.222242539968,100.306716063539,99.18772842815862,-1.1189876353803783,1.0454355010649528,synthetic_bloomberg_compatible
L096,Synthetic Bloomberg-Compatible Loan 096,Industrials,B,8.794282616293392,0.0027074428447934626,0.015147597131906831,0.08418522425426322,0.7,476.2675417874755,0.0525,0.01,3.0,563.4193972426123,97.10740348697173,98.44548572897989,1.3380822420081557,1.0603317992334782,synthetic_bloomberg_compatible
L097,Synthetic Bloomberg-Compatible Loan 097,Industrials,BB,4.517034735899901,0.0013906322902038192,0.01,0.049034952169643736,0.5784895646662056,506.2917712747774,0.0525,0.01,3.0,531.7175204032847,97.30023363520172,100.99350332795846,3.6932696927567434,0.5784895646662056,synthetic_bloomberg_compatible
L098,Synthetic Bloomberg-Compatible Loan 098,Software,B-,6.960941111261381,0.0021430230329187016,0.01,0.02556956702639407,0.49209379776753415,611.043457407906,0.0525,0.01,5.0,711.5031408092234,97.61592111587268,99.14647560317407,1.5305544873013872,0.49209379776753415,synthetic_bloomberg_compatible
L099,Synthetic Bloomberg-Compatible Loan 099,Healthcare,B,14.260836487575247,0.004390397874810239,0.01,0.0672958923612664,0.6111939848479779,531.6746977154464,0.0525,0.01,6.0,651.0122029803001,101.57452201943705,98.19116891716848,-3.383353102268572,0.6111939848479779,synthetic_bloomberg_compatible
L100,Synthetic Bloomberg-Compatible Loan 100,Healthcare,CCC+,7.808927534769989,0.0024040875079853496,0.022859699075391617,0.0789596807712163,0.46720458016126465,858.4896807407295,0.0525,0.01,5.0,1002.4005399687495,98.09035362639813,96.37041763109309,-1.7199359953050362,1.068015610913119,synthetic_bloomberg_compatible
L101,Synthetic Bloomberg-Compatible Loan 101,Industrials,B-,13.373149498194762,0.0041171110255382275,0.03648682564319538,0.1,0.45168272097698947,613.8839243620266,0.0525,0.01,3.0,723.0323425001397,97.12557218382965,96.802934707063,-0.3226374767666442,1.6480468686331482,synthetic_bloomberg_compatible
L102,Synthetic Bloomberg-Compatible Loan 102,Telecom,B-,16.886413159233793,0.005198718357935069,0.011210298726370414,0.04893680704910452,0.49200525886148017,662.1862200232299,0.0525,0.01,4.0,681.0005533460503,102.90910249873835,101.4645116511748,-1.4445908475635463,0.5515525926782396,synthetic_bloomberg_compatible
L103,Synthetic Bloomberg-Compatible Loan 103,Industrials,B-,6.93383917528836,0.0021346793230526736,0.01,0.030384142924222157,0.6791785294287109,550.9197805138342,0.0525,0.01,6.0,660.8888111549629,99.42470125553605,98.16301924902304,-1.2616820065130128,0.6791785294287109,synthetic_bloomberg_compatible
L104,Synthetic Bloomberg-Compatible Loan 104,Telecom,B-,6.420382931535944,0.0019766046404530455,0.01,0.045109021375858864,0.4191699942094903,700.77743913874,0.0525,0.01,5.0,687.6809779131338,102.79269146161018,103.23363254976184,0.44094108815166067,0.4191699942094903,synthetic_bloomberg_compatible
L105,Synthetic Bloomberg-Compatible Loan 105,Retail,B-,10.468698525718501,0.0032229351903296675,0.023771336210003755,0.023347681903209815,0.4955025279451976,604.5580677495327,0.0525,0.01,3.0,750.2568552967604,96.00801335464514,96.78788428115686,0.7798709265117196,1.1778757184692072,synthetic_bloomberg_compatible
L106,Synthetic Bloomberg-Compatible Loan 106,Industrials,BB,7.851511353969505,0.0024171975320346224,0.017545409776614927,0.03742715299856085,0.548821831425916,324.6913927990515,0.0525,0.01,5.0,397.80807009268557,98.24569945271114,98.39475572461191,0.14905627190077553,0.9629303926719975,synthetic_bloomberg_compatible
L107,Synthetic Bloomberg-Compatible Loan 107,Industrials,B-,8.735165497279041,0.002689242813265744,0.017653002209270463,0.04384514896601095,0.6224385168602773,593.2936890409459,0.0525,0.01,3.0,745.6634536869777,97.02717933893332,96.85631108569204,-0.17086825324128085,1.0987908513269506,synthetic_bloomberg_compatible
L108,Synthetic Bloomberg-Compatible Loan 108,Industrials,B-,5.210698826373733,0.0016041864776669352,0.01,0.02,0.5386592889473698,635.775485013683,0.0525,0.01,3.0,722.4587388102041,99.46418722868589,99.63188213291743,0.16769490423153854,0.5386592889473698,synthetic_bloomberg_compatible
L109,Synthetic Bloomberg-Compatible Loan 109,Telecom,B,11.891125309363007,0.003660849160763798,0.01,0.05564111890066969,0.5122207063161943,524.5428257099082,0.0525,0.01,4.0,563.6053221685629,100.93849930012458,101.01325915794787,0.0747598578232953,0.5122207063161943,synthetic_bloomberg_compatible
L110,Synthetic Bloomberg-Compatible Loan 110,Telecom,B-,7.893047465689712,0.002429985004689761,0.045145287347174386,0.05249294589179797,0.4184304567444552,616.8852979345919,0.0525,0.01,3.0,683.1908707930522,94.98255267904187,97.08331589032873,2.1007632112868606,1.8890163204537853,synthetic_bloomberg_compatible
L111,Synthetic Bloomberg-Compatible Loan 111,Telecom,B,10.993563089753735,0.0033845220838131717,0.01,0.041512897634471024,0.5118372618823428,519.2154684917068,0.0525,0.01,6.0,554.437130494021,101.10589004183856,101.34923130967555,0.24334126783698196,0.5118372618823428,synthetic_bloomberg_compatible
L112,Synthetic Bloomberg-Compatible Loan 112,Telecom,CCC+,5.460455695833843,0.001681077621454488,0.014173503278178554,0.053707816505659436,0.4619501182151051,909.8157126392055,0.0525,0.01,5.0,974.0798424654974,101.05434968649486,99.85430335170922,-1.2000463347856396,0.6547451514876763,synthetic_bloomberg_compatible
L113,Synthetic Bloomberg-Compatible Loan 113,Energy,B,7.5766399796165445,0.0023325745368227477,0.01,0.027181778689562716,0.5938736873493717,412.02000604659565,0.0525,0.01,5.0,603.3630848651559,94.65536839094004,95.5450109240348,0.8896425330947579,0.5938736873493717,synthetic_bloomberg_compatible
L114,Synthetic Bloomberg-Compatible Loan 114,Energy,B,4.636240949197408,0.0014273315894336737,0.016134153220365516,0.037477502205185434,0.6197676856914538,478.37449199952067,0.0525,0.01,5.0,642.864151833916,97.10265048245374,95.24505777145608,-1.8575927109976647,0.9999426801977251,synthetic_bloomberg_compatible
L115,Synthetic Bloomberg-Compatible Loan 115,Energy,B-,4.145464725018193,0.0012762392679193568,0.012168500956896238,0.029560692047720705,0.5804246247876423,579.6858039241802,0.0525,0.01,6.0,626.1504923589844,101.34020869332451,100.27634039429489,-1.0638682990296218,0.7062897602134566,synthetic_bloomberg_compatible
L116,Synthetic Bloomberg-Compatible Loan 116,Retail,B,4.056312443572185,0.001248792491754715,0.01,0.02,0.4506099342372263,530.7814999280239,0.0525,0.01,6.0,646.9509882651863,96.9033530076271,98.71372935274681,1.8103763451197068,0.4506099342372263,synthetic_bloomberg_compatible
L117,Synthetic Bloomberg-Compatible Loan 117,Telecom,B-,10.321395938066113,0.003177586029475986,0.020355642127739743,0.020942242096702316,0.4179454791984995,582.0525199856382,0.0525,0.01,4.0,782.1878576509843,95.6567434157006,95.3802157797257,-0.27652763597490093,0.8507548603471351,synthetic_bloomberg_compatible
L118,Synthetic Bloomberg-Compatible Loan 118,Healthcare,B,5.1251227128851795,0.0015778406748017243,0.016003086313590566,0.049614687906108505,0.5259555923212742,412.075175148306,0.0525,0.01,4.0,617.9026464306475,97.74385444597539,95.23682136595446,-2.507033080020932,0.8416912741033002,synthetic_bloomberg_compatible
L119,Synthetic Bloomberg-Compatible Loan 119,Industrials,BB,6.533537232791956,0.0020114407739570558,0.011163677692193173,0.021051464967465905,0.5856905765634064,329.4550601825668,0.0525,0.01,3.0,396.262230338225,101.00754048906047,99.82010589607889,-1.1874345929815888,0.6538460824108657,synthetic_bloomberg_compatible
L120,Synthetic Bloomberg-Compatible Loan 120,Healthcare,B-,4.939142236830388,0.0015205839852983733,0.02159392792007969,0.034593101258030744,0.5945326972538705,591.497201973353,0.0525,0.01,5.0,667.7880971698778,98.1828404512336,97.31210254401438,-0.8707379072192225,1.283829621063064,synthetic_bloomberg_compatible
L121,Synthetic Bloomberg-Compatible Loan 121,Software,B,13.04837834108641,0.004017125684621483,0.01,0.06839507345396005,0.4840129505109214,444.9743738251371,0.0525,0.01,6.0,617.4095401271935,98.25961381892449,96.8549259348868,-1.404687884037699,0.4840129505109214,synthetic_bloomberg_compatible
L122,Synthetic Bloomberg-Compatible Loan 122,Retail,B-,20.3318887752114,0.00625945619300372,0.01,0.07686114271533248,0.4308058237604008,621.4851761082521,0.0525,0.01,7.0,736.8752572252251,99.68536168770649,98.94808144703256,-0.7372802406739254,0.4308058237604008,synthetic_bloomberg_compatible
L123,Synthetic Bloomberg-Compatible Loan 123,Healthcare,B,5.087987755385945,0.0015664081590002947,0.025618748040620375,0.02,0.4866754584830828,462.4463167684172,0.0525,0.01,5.0,504.34547747025516,97.32395331546259,98.51207572518787,1.1881224097252812,1.24680159484315,synthetic_bloomberg_compatible
L124,Synthetic Bloomberg-Compatible Loan 124,Retail,B-,16.5192173120491,0.005085671983094196,0.017508367935503793,0.04187789031213269,0.6224681631657214,598.1785410082739,0.0525,0.01,6.0,712.7766940109342,98.0106398238776,96.7289270487984,-1.2817127750791997,1.089840162884266,synthetic_bloomberg_compatible
L125,Synthetic Bloomberg-Compatible Loan 125,Industrials,BB,7.463419148590982,0.0022977179211991156,0.015022303401377918,0.06752993717776393,0.5768231274884462,364.41693607098125,0.0525,0.01,6.0,377.6393584587779,99.75107869492383,100.86832975086499,1.1172510559411535,0.8665212030063133,synthetic_bloomberg_compatible
L126,Synthetic Bloomberg-Compatible Loan 126,Industrials,B-,16.010132024794714,0.004928942960557115,0.02382228207771931,0.049095538092854094,0.6393748982944029,538.5815416571302,0.0525,0.01,4.0,730.5146984327666,94.62025773007039,93.87494789485939,-0.7453098352110032,1.5231369180582361,synthetic_bloomberg_compatible
L127,Synthetic Bloomberg-Compatible Loan 127,Telecom,BB,5.338180113792069,0.0016434333741478793,0.030465162477032577,0.02138815515133857,0.3305139082741205,281.2795177663831,0.0525,0.01,5.0,486.4542133521335,92.70395290721362,93.57026955858598,0.8663166513723581,1.0069159916490125,synthetic_bloomberg_compatible
L128,Synthetic Bloomberg-Compatible Loan 128,Telecom,B,3.903007925370638,0.0012015955526763313,0.017867658321322765,0.030900165039269845,0.4252751076276032,474.78668731847443,0.0525,0.01,6.0,503.69988407389155,101.48701792192341,100.71534679314524,-0.7716711287781663,0.7598670315653778,synthetic_bloomberg_compatible
L129,Synthetic Bloomberg-Compatible Loan 129,Retail,B,6.836149143466606,0.0021046040810797327,0.01,0.04572564904349337,0.5275410125221557,551.4753194231412,0.0525,0.01,4.0,494.76137504975867,103.18682375027893,103.87197759505258,0.6851538447736516,0.5275410125221557,synthetic_bloomberg_compatible
L130,Synthetic Bloomberg-Compatible Loan 130,Healthcare,BB,8.202777274753918,0.0025253396563376944,0.014467700312374727,0.022860919447980292,0.5696039777968105,335.36261327885126,0.0525,0.01,3.0,439.84642887717376,99.40438032181086,98.47115047486173,-0.933229846949132,0.8240859647500802,synthetic_bloomberg_compatible
L131,Synthetic Bloomberg-Compatible Loan 131,Healthcare,BB,9.851753221421474,0.003032999953696127,0.019855663077578946,0.027076402005994094,0.6094035069110123,358.49609593577634,0.0525,0.01,3.0,452.5054079802251,98.23967683437398,97.80143012346076,-0.4382467109132193,1.2100110711520113,synthetic_bloomberg_compatible
L132,Synthetic Bloomberg-Compatible Loan 132,Telecom,BB,5.81241416780177,0.0017894329573210576,0.03198722796683054,0.033395021285803864,0.40125293810026863,333.72563631791195,0.0525,0.01,5.0,339.79290080307555,98.46320696716336,99.66086577230608,1.1976588051427228,1.2834969203373836,synthetic_bloomberg_compatible
L133,Synthetic Bloomberg-Compatible Loan 133,Telecom,B-,9.524581668654914,0.0029322756174192093,0.01,0.025188799149058527,0.6421221056123698,638.835460859128,0.0525,0.01,4.0,708.6409586710638,100.46085848726679,99.73380747495119,-0.7270510123155987,0.6421221056123698,synthetic_bloomberg_compatible
L134,Synthetic Bloomberg-Compatible Loan 134,Healthcare,B,9.898645520851671,0.0030474364036156445,0.023575409571337018,0.05032502857094586,0.39648727436348474,484.36911930278336,0.0525,0.01,3.0,584.6539858271227,99.3011247638677,98.39958569148388,-0.9015390723838266,0.9347349882942224,synthetic_bloomberg_compatible
L135,Synthetic Bloomberg-Compatible Loan 135,Software,B,5.398020382178283,0.001661856037319132,0.025276808772908888,0.02833179975505334,0.5003252247458733,581.8471436084803,0.0525,0.01,3.0,574.5155327119476,101.79306023602976,100.13937385316862,-1.6536863828611388,1.26466250301641,synthetic_bloomberg_compatible
L136,Synthetic Bloomberg-Compatible Loan 136,Industrials,B,13.514525027646982,0.0041606354586665355,0.027756813566217592,0.03858034613949039,0.6306763131043218,532.6362105660908,0.0525,0.01,5.0,561.934870849558,96.65348984602193,97.30088954116839,0.6473996951464613,1.7505564843466135,synthetic_bloomberg_compatible
L137,Synthetic Bloomberg-Compatible Loan 137,Energy,B-,7.318116169958333,0.0022529843679360805,0.014414079304394247,0.023450455030309788,0.4945386043061226,613.6070285760123,0.0525,0.01,7.0,681.4795090407575,98.42894216920372,99.50855543831997,1.0796132691162512,0.7128318661552898,synthetic_bloomberg_compatible
L138,Synthetic Bloomberg-Compatible Loan 138,Industrials,B,12.471933571516098,0.003839659103788587,0.021382401850508513,0.027253248493826574,0.41401502007207636,487.46236636788046,0.0525,0.01,4.0,615.5301531548048,97.09371808099667,97.29230778989464,0.19858970889796979,0.8852635531327484,synthetic_bloomberg_compatible
L139,Synthetic Bloomberg-Compatible Loan 139,Energy,B,3.8344122404326355,0.0011804774121215787,0.03272889618020246,0.04524371889509803,0.584245680707792,489.53476574013735,0.0525,0.01,3.0,598.0456444285483,94.52449440832729,95.957025313703,1.4325309053757138,1.912171622761704,synthetic_bloomberg_compatible
L140,Synthetic Bloomberg-Compatible Loan 140,Telecom,B,10.465071055335777,0.0032218184228614247,0.044981567139471657,0.022271655755136937,0.6599626898854364,544.0909658269293,0.0525,0.01,4.0,559.6243720435432,94.88146470322769,94.53471307316228,-0.34675163006541254,2.968615604462807,synthetic_bloomberg_compatible
L141,Synthetic Bloomberg-Compatible Loan 141,Industrials,B-,9.073284535513688,0.002793337485986494,0.014574554069381247,0.02,0.4595687414689295,589.5351351695804,0.0525,0.01,4.0,668.2743863486019,100.3061523165033,99.38262864019421,-0.9235236763090882,0.6698009471136405,synthetic_bloomberg_compatible
L142,Synthetic Bloomberg-Compatible Loan 142,Healthcare,B-,5.692695956487494,0.0017525760323441658,0.011361539797076405,0.07443001811994847,0.5645398567553246,612.6220694646452,0.0525,0.01,7.0,674.2324539305158,101.84092224315606,99.97600402125579,-1.8649182219002682,0.6414042049561434,synthetic_bloomberg_compatible
L143,Synthetic Bloomberg-Compatible Loan 143,Energy,BB,13.573289270404143,0.004178726852305376,0.02398300835862029,0.062485251956834215,0.4700998705677997,380.917552305527,0.0525,0.01,5.0,404.0300648162351,100.51744908305457,99.62958104851134,-0.8878680345432315,1.1274409125213856,synthetic_bloomberg_compatible
L144,Synthetic Bloomberg-Compatible Loan 144,Retail,B,6.342857536841213,0.0019527373639150866,0.010787860348625194,0.04184105642571063,0.4721910338658397,442.4824795494296,0.0525,0.01,3.0,431.60568449059843,104.37448889535854,102.07079484321314,-2.303694052145403,0.509393093121763,synthetic_bloomberg_compatible
L145,Synthetic Bloomberg-Compatible Loan 145,Industrials,B-,6.467196759135038,0.0019910169317223455,0.01,0.04028321366999507,0.49342693767574475,672.624298094515,0.0525,0.01,6.0,664.7254459895134,102.26083162223092,102.84913061214517,0.5882989899142501,0.49342693767574475,synthetic_bloomberg_compatible
L146,Synthetic Bloomberg-Compatible Loan 146,Telecom,BB,7.270797577310372,0.0022384166776900265,0.01383505754155798,0.06342676563595605,0.4774196412519085,408.64315263182004,0.0525,0.01,5.0,436.5937424934694,101.60232196441179,101.06571114054535,-0.5366108238664395,0.6605128208190122,synthetic_bloomberg_compatible
L147,Synthetic Bloomberg-Compatible Loan 147,Energy,BB,3.1561008642221684,0.0009716497723706654,0.02070852325740017,0.052329821197029155,0.6388787758499785,346.6704580161145,0.0525,0.01,7.0,458.07584030164946,95.50866192793369,95.90761060011668,0.39894867218299623,1.323023598834863,synthetic_bloomberg_compatible
L148,Synthetic Bloomberg-Compatible Loan 148,Telecom,BB,4.326669733997725,0.0013320257631240274,0.018324455427376204,0.054912736152923115,0.47280415007738985,352.4599728338977,0.0525,0.01,7.0,426.64365977989365,98.71540155034249,98.75599023604929,0.04058868570679408,0.866387857397162,synthetic_bloomberg_compatible
L149,Synthetic Bloomberg-Compatible Loan 149,Retail,B,8.130244623536724,0.0025030094656763144,0.017399310261852482,0.08828992538810622,0.5823084353794572,475.17404828881223,0.0525,0.01,4.0,556.4093111511452,97.1736033351489,98.4068868866342,1.2332835514853002,1.0131765135261053,synthetic_bloomberg_compatible
L150,Synthetic Bloomberg-Compatible Loan 150,Energy,B,7.477774358137111,0.0023021373731393078,0.03831982888469016,0.03932698270462949,0.48334412987116193,448.9533079251611,0.0525,0.01,7.0,542.4747957423035,95.0097736938878,94.84791086425828,-0.16186282962951282,1.8521664349082383,synthetic_bloomberg_compatible
L151,Synthetic Bloomberg-Compatible Loan 151,Software,BB,6.52515240501342,0.002008859387508119,0.01,0.041911818601968416,0.5326660249616555,447.4066330982571,0.0525,0.01,5.0,434.26862526750676,102.68563450727225,103.05538793796343,0.3697534306911763,0.5326660249616555,synthetic_bloomberg_compatible
L152,Synthetic Bloomberg-Compatible Loan 152,Telecom,B-,14.801841342161561,0.004556953782376194,0.014975709685461889,0.026507067364560016,0.5252277110611849,592.8953183552211,0.0525,0.01,6.0,755.1402408533567,96.53792258351217,96.07280670618704,-0.4651158773251325,0.7865657719611966,synthetic_bloomberg_compatible
L153,Synthetic Bloomberg-Compatible Loan 153,Energy,BB,5.995570397906741,0.001845820163226666,0.01330968829517973,0.02,0.4406509609986883,431.53724270457644,0.0525,0.01,6.0,424.27395361499197,103.09798554400288,102.74827124322576,-0.34971430077712284,0.586492693786394,synthetic_bloomberg_compatible
L154,Synthetic Bloomberg-Compatible Loan 154,Retail,B,7.261700599732348,0.002235616045969682,0.04437870286712185,0.05592002833271858,0.5209065221901699,479.39904440667044,0.0525,0.01,3.0,675.1062810213913,91.22848190240511,93.24510912389795,2.01662722149284,2.311715576982336,synthetic_bloomberg_compatible
L155,Synthetic Bloomberg-Compatible Loan 155,Industrials,BB,2.7877854192565845,0.0008582587137013129,0.018409284747609826,0.026434143279906553,0.6824846407926085,346.0868340835123,0.0525,0.01,4.0,470.97262746667735,96.5880377106989,96.15350132133007,-0.4345363893688301,1.256405408822134,synthetic_bloomberg_compatible
L156,Synthetic Bloomberg-Compatible Loan 156,Healthcare,B-,3.5236333648367246,0.0010847997906762326,0.019634194947251077,0.025849915526800278,0.627725864156164,692.2656466307169,0.0525,0.01,7.0,762.7972910399984,98.01187618770537,97.68973778550094,-0.32213840220443046,1.2324891990273772,synthetic_bloomberg_compatible
L157,Synthetic Bloomberg-Compatible Loan 157,Energy,CCC+,3.971969040390607,0.0012228261959904175,0.016996846377403448,0.04993185784277656,0.44465640621037517,814.1644838108658,0.0525,0.01,4.0,989.5339477956312,99.12750532124024,96.6342581413363,-2.493247179903932,0.7557756627086051,synthetic_bloomberg_compatible
L158,Synthetic Bloomberg-Compatible Loan 158,Software,CCC+,7.314212199342058,0.0022517824760055513,0.01,0.038163529533626325,0.6103918761552731,835.391178395465,0.0525,0.01,3.0,923.6024961348156,98.18406591769507,99.45431201239363,1.2702460946985639,0.6103918761552731,synthetic_bloomberg_compatible
L159,Synthetic Bloomberg-Compatible Loan 159,Industrials,CCC+,12.916803250879827,0.0039766184537220715,0.01,0.028249002445121556,0.5432958660771411,884.6886449370282,0.0525,0.01,6.0,879.7814356102189,101.39421130315203,102.49907656695068,1.1048652637986436,0.5432958660771411,synthetic_bloomberg_compatible
L160,Synthetic Bloomberg-Compatible Loan 160,Retail,B,6.217342669966494,0.0019140958574884498,0.01,0.03371368264726898,0.7,457.4175510586864,0.0525,0.01,3.0,676.3514513361159,96.69761039873677,96.13773465304516,-0.5598757456916132,0.7,synthetic_bloomberg_compatible
L161,Synthetic Bloomberg-Compatible Loan 161,Healthcare,CCC+,9.785969268190737,0.0030127474440546013,0.01,0.030470743851587014,0.5740709148612448,829.0219711700614,0.0525,0.01,5.0,810.8408837518175,102.41181134750092,102.87225014274762,0.46043879524670217,0.5740709148612448,synthetic_bloomberg_compatible
L162,Synthetic Bloomberg-Compatible Loan 162,Healthcare,B,10.112286371399849,0.003113208726090317,0.027572900757027435,0.02,0.43779127234550524,589.7651166578866,0.0525,0.01,4.0,559.4758946148613,99.57457382494033,101.03583929790135,1.461265472961017,1.2071175304675386,synthetic_bloomberg_compatible
L163,Synthetic Bloomberg-Compatible Loan 163,Healthcare,B-,11.859500530995687,0.003651113030638739,0.022855064938713577,0.027521836432220056,0.5034564544782089,584.4605236316376,0.0525,0.01,3.0,723.9374744077797,95.30165395468059,96.99087625133687,1.6892222966562827,1.150652996091396,synthetic_bloomberg_compatible
L164,Synthetic Bloomberg-Compatible Loan 164,Healthcare,B-,5.31012317756234,0.0016347956541022137,0.014226192949663237,0.02896707257149519,0.5788048571504951,602.4554558465361,0.0525,0.01,5.0,808.7290188982358,94.94421019617225,94.5435720961751,-0.4006380999971526,0.8234189578025211,synthetic_bloomberg_compatible
L165,Synthetic Bloomberg-Compatible Loan 165,Industrials,B-,6.65356775955607,0.002048393849611254,0.049153945124281104,0.02,0.5442516376521158,502.6654291420023,0.0525,0.01,6.0,645.1933904610894,91.46477034727585,90.54812330181508,-0.9166470454607634,2.6752115130952228,synthetic_bloomberg_compatible
L166,Synthetic Bloomberg-Compatible Loan 166,Industrials,B-,5.26206314036761,0.0016199996997872702,0.01,0.02897437557480948,0.5029294420666439,594.7172317236589,0.0525,0.01,5.0,776.1892373559738,94.72113032236919,96.38541773254123,1.6642874101720366,0.5029294420666439,synthetic_bloomberg_compatible
L167,Synthetic Bloomberg-Compatible Loan 167,Industrials,B,8.010799309777756,0.002466236556026848,0.012936413349013515,0.03370776207985642,0.5342241277521067,515.8591813072128,0.0525,0.01,3.0,533.0020566197832,100.85804565423138,100.9333301479284,0.07528449369702628,0.6910944137617455,synthetic_bloomberg_compatible
L168,Synthetic Bloomberg-Compatible Loan 168,Healthcare,B,7.587097648366265,0.0023357940763423434,0.01619153611177578,0.026489816882554508,0.4476965326822218,500.90434611765255,0.0525,0.01,5.0,580.3842551336035,99.38459939446727,99.04815864277853,-0.3364407516887411,0.7248894576041,synthetic_bloomberg_compatible
L169,Synthetic Bloomberg-Compatible Loan 169,Telecom,B,3.910334903744074,0.0012038512653974988,0.028792742351304215,0.026616770939146658,0.5374188732310601,473.62290039738133,0.0525,0.01,7.0,602.5128775880834,93.84625540806373,94.55480086185408,0.7085454537903502,1.5473763151670135,synthetic_bloomberg_compatible
L170,Synthetic Bloomberg-Compatible Loan 170,Industrials,B,7.012179909973794,0.0021587976134049727,0.01719380142593235,0.05406898240692693,0.7,543.0263914404361,0.0525,0.01,7.0,566.9939992166534,98.39148306226105,99.34949346154028,0.9580103992792317,1.2035660998152644,synthetic_bloomberg_compatible
L171,Synthetic Bloomberg-Compatible Loan 171,Industrials,BB,6.559469998818428,0.002019424538510402,0.01,0.021102560238532388,0.5379933637359297,358.30565713269954,0.0525,0.01,6.0,408.31755379345105,98.89680880140678,100.79744940639732,1.9006406049905422,0.5379933637359297,synthetic_bloomberg_compatible
L172,Synthetic Bloomberg-Compatible Loan 172,Energy,B,2.054554472811732,0.0006325233164950349,0.025512012663589437,0.02,0.4024108956338813,483.26509389764857,0.0525,0.01,6.0,559.235152339872,98.3666879038529,98.10651272596114,-0.26017517789176736,1.0266311865377948,synthetic_bloomberg_compatible
L173,Synthetic Bloomberg-Compatible Loan 173,Software,B,17.377455898062344,0.005349892729709977,0.015845400462552017,0.02,0.43509475654359675,503.09825995658304,0.0525,0.01,3.0,637.406859706495,97.53429751520163,98.1301933112674,0.5958957960657756,0.6894250656589865,synthetic_bloomberg_compatible
L174,Synthetic Bloomberg-Compatible Loan 174,Industrials,B,8.287988481882696,0.0025515731176787696,0.017128165214966403,0.034077021393843276,0.5782172739034659,510.3093230410751,0.0525,0.01,3.0,582.2825304444042,100.72456880816434,98.90578015068978,-1.8187886574745562,0.9903800997566045,synthetic_bloomberg_compatible
L175,Synthetic Bloomberg-Compatible Loan 175,Healthcare,B,3.9345396932342918,0.0012113030482175787,0.01330623365224024,0.03449976730630669,0.5266904432527313,410.99662553196856,0.0525,0.01,5.0,578.2056469566405,96.38823288720245,96.07091343147135,-0.317319455731095,0.7008266100322822,synthetic_bloomberg_compatible
L176,Synthetic Bloomberg-Compatible Loan 176,Software,B,15.505347615152013,0.004773538023317737,0.011154257632022997,0.026091713373472693,0.5875195815472296,498.2073194725239,0.0525,0.01,7.0,675.7094488754095,95.5157069313295,95.89213064141138,0.37642371008188036,0.6553344776436143,synthetic_bloomberg_compatible
L177,Synthetic Bloomberg-Compatible Loan 177,Industrials,B-,5.118190767163039,0.0015757065784046931,0.01929184671584227,0.08126159597094137,0.4995797389480142,631.431394478858,0.0525,0.01,5.0,661.0591412453176,100.62892062427792,99.96854414148417,-0.660376482793751,0.9637815746125586,synthetic_bloomberg_compatible
L178,Synthetic Bloomberg-Compatible Loan 178,Telecom,B,13.73583562669894,0.004228769020438823,0.010941641620976956,0.04541887324500535,0.5400981335521626,464.86941177771973,0.0525,0.01,7.0,599.1643013190965,95.77783757875937,97.65558478523643,1.8777472064770535,0.5909560217486314,synthetic_bloomberg_compatible
L179,Synthetic Bloomberg-Compatible Loan 179,Retail,B-,10.784114941212614,0.003320040543264057,0.01,0.03084714824791978,0.40485075510049795,621.3133881136831,0.0525,0.01,3.0,708.9749825129796,99.50717552585064,99.92608109003169,0.4189055641810455,0.40485075510049795,synthetic_bloomberg_compatible
L180,Synthetic Bloomberg-Compatible Loan 180,Retail,B-,5.8126214890542505,0.001789496784066921,0.012441827079265048,0.05907508755317699,0.7,612.5987638477025,0.0525,0.01,4.0,718.148396393393,98.78082952396016,98.10298217848518,-0.6778473454749872,0.8709278955485533,synthetic_bloomberg_compatible
